Date,Close,High,Low,Open,Volume
2018-01-02,78.870361328125,79.2007089630862,78.45743028490708,79.03553514560559,22483800
2018-01-03,79.2374267578125,79.38425106217161,78.88872953641184,78.97131295688773,26061400
2018-01-04,79.93482208251953,80.43952183890868,79.43930059469226,79.45765013084839,21912000
2018-01-05,80.9258804321289,81.12776037303686,80.2284789092566,80.43953712047009,23407100
2018-01-08,81.0084457397461,81.2837377795754,80.38445651697141,80.93503359566263,22113000
2018-01-09,80.95337677001953,81.42137036009547,80.62302917713843,81.34795822812939,19484300
2018-01-10,80.5863265991211,80.92585247343499,80.21010165820196,80.62303266669285,18652200
2018-01-11,80.8249282836914,80.87080562636876,80.05411471645212,80.87080562636876,17808900
2018-01-12,82.21971130371094,82.38488511373514,81.16443457305452,81.3663144520804,24271500
2018-01-16,81.07267761230469,83.31169894475336,80.76068650911022,82.67853146937172,36599700
2018-01-17,82.71524810791016,82.84371587281072,81.43974172713446,81.74256160195785,25621200
2018-01-18,82.67853546142578,83.20158474865815,82.27478266138324,82.40325041607417,24159700
2018-01-19,82.58678436279297,83.1465397946627,82.27479320455394,82.7152521339465,36875000
2018-01-22,84.06415557861328,84.07333384660362,82.34818351471458,82.58676947569296,23601600
2018-01-23,84.33027648925781,84.69733022933848,83.99992882328199,84.33027648925781,23412800
2018-01-24,84.25685119628906,85.7342371939278,84.03662178698536,84.92672469250311,33277500
2018-01-25,84.72484588623047,85.55988619923644,84.35779219878054,84.85331362669292,26383200
2018-01-26,86.31234741210938,86.31234741210938,84.95425780207921,85.44977925470117,29172200
2018-01-29,86.18388366699219,87.58785768079451,86.00036030607758,87.30339437108664,31569900
2018-01-30,85.10106658935547,85.94529212861116,84.51378351915717,85.6149445265038,38635100
2018-01-31,87.18407440185547,87.54194973118169,85.8076286733808,86.02785802966655,48756300
2018-02-01,86.49589538574219,88.15680516643907,85.87190605913734,86.98223866952844,47227900
2018-02-02,84.22015380859375,86.22976750340277,83.96321830442898,85.92694765879396,47867800
2018-02-05,80.7514877319336,85.55986981388295,80.7514877319336,83.10061968019,51031500
2018-02-06,83.80721282958984,83.94485883366363,78.22801653873599,79.73293031441851,67998600
2018-02-07,82.2288818359375,84.21096036880702,81.8526499147874,83.03639427511158,41107600
2018-02-08,78.00778198242188,82.47663867940474,77.77837432443414,82.32064315220495,55628700
2018-02-09,80.91667938232422,81.60490244114384,76.92498704136382,79.19153610189782,63499100
2018-02-12,81.78841400146484,82.38487529999955,80.68726006645154,81.43053862253723,35720300
2018-02-13,82.43074798583984,82.58674348775178,80.56795922510383,81.60487915076932,26407700
2018-02-14,83.72151184082031,83.88746160501232,81.50885769673485,81.60105044709574,34960900
2018-02-15,85.42708587646484,85.48240010469493,83.5463247442474,84.09026674545404,27823900
2018-02-16,84.81861114501953,86.20152328325355,84.63422567346362,85.23348197294779,30596900
2018-02-20,85.48237609863281,85.7958326823805,83.90585773212344,84.33917115518227,30911700
2018-02-21,84.34841918945312,86.07245219018611,84.34841918945312,85.72211698010265,26922500
2018-02-22,84.5696792602539,85.49162056806333,84.22855844417698,84.86470019739876,24392800
2018-02-23,86.7177963256836,86.72701770815189,85.15049893105932,86.29370417224236,26329200
2018-02-26,87.97164916992188,87.99930628728168,86.89297938976037,87.03127201041426,30199800
2018-02-27,86.84684753417969,88.35883035332142,86.84684753417969,88.2666376514425,25869100
2018-02-28,86.450439453125,88.2390079676159,86.32136822361066,87.43691644090148,31167300
2018-03-01,85.60222625732422,87.18796601044376,84.67106381460131,86.65323850600073,37135600
2018-03-02,85.78665924072266,85.87885198379271,83.76760510836796,84.43140411264103,32830400
2018-03-05,86.33057403564453,86.91139446369833,85.05829770254199,85.13204765335209,23901600
2018-03-06,86.03556060791016,87.11423022540504,85.6852254510928,86.9759376256061,22175800
2018-03-07,86.53340911865234,86.60716610919015,85.21503280666747,85.8880530360809,26716100
2018-03-08,87.05891418457031,87.67661314576402,86.45042957167836,86.9114002054982,25887800
2018-03-09,89.00420379638672,89.00420379638672,87.58441351223134,87.85177730280473,36937300
2018-03-12,89.21623992919922,89.62189627665913,88.54322684420723,88.96731891934594,26073700
2018-03-13,87.04047393798828,89.64956224430638,86.63481755044127,89.42829832103224,35387800
2018-03-14,86.52418518066406,87.96241831825452,86.20150714890944,87.69505451084254,32132000
2018-03-15,86.82841491699219,87.19719277156749,85.58379581242153,86.22915178253889,27611000
2018-03-16,87.21563720703125,87.9347502266334,86.5887169018147,87.28939419208102,49081300
2018-03-19,85.63912200927734,86.5702846397285,84.92000896087382,86.42277066372084,33344100
2018-03-20,85.86038208007812,86.4504238898798,85.74053225534921,85.78663212924282,23075200
2018-03-21,85.2611312866211,86.70857879139378,85.01220320609984,85.67600204235166,24457100
2018-03-22,82.7811050415039,84.58810903346983,82.66125521211785,84.14557414199594,38604700
2018-03-23,80.37486267089844,83.39882975651278,80.28266992489422,82.51376673393217,44068900
2018-03-26,86.45965576171875,86.66248397729503,83.34349663599922,83.53710346890728,56396800
2018-03-27,82.48609924316406,87.7135053601985,81.6010363318557,87.52911989137145,56569000
2018-03-28,82.41232299804688,84.10869845732618,81.93291667072955,82.80875799392304,52501100
2018-03-29,84.14556121826172,85.08594508051719,81.49959475927469,83.14064879412366,45867500
2018-04-02,81.61022186279297,83.78600338912682,80.67906643002173,83.40801120135436,48515400
2018-04-03,82.70732879638672,83.02079240358005,81.02939640640408,82.58747899490648,37213800
2018-04-04,85.12284088134766,85.51927591687797,80.88191235972218,80.99254081270955,35560000
2018-04-05,85.1689453125,85.8050871391382,84.26544666553322,85.22426658037384,29771900
2018-04-06,83.18675231933594,85.24267712658813,82.49529646298737,84.34839309362756,38026000
2018-04-09,83.68462371826172,85.89728464196102,83.54633812553784,83.93355185287504,31533900
2018-04-10,85.62989807128906,85.9986759664468,84.4866929267681,85.17814884249384,26812000
2018-04-11,84.68952178955078,86.00789802729926,84.33918665500383,84.82781438055862,24872100
2018-04-12,86.2752685546875,86.8099961968903,85.21503465276233,85.21503465276233,26758900
2018-04-13,85.81429290771484,86.82842687203943,85.22425107269495,86.70857704218815,23346100
2018-04-16,86.81922149658203,87.27097785500555,86.12776543426357,86.72702876171053,20288100
2018-04-17,88.57088470458984,89.00419816417296,87.4737725012924,87.58440796986234,26771000
